date,AQI,temperature_c,humidity_percent,wind_speed_kmph
2035-08-04,273,16.8,56,17.0
2035-08-05,342,12.7,57,11.3
2035-08-06,155,27.2,34,12.4
2035-08-07,41,20.3,59,1.1
2035-08-08,45,11.3,28,17.3
2035-08-09,237,30.7,72,8.0
2035-08-10,72,26.5,89,19.5
2035-08-11,402,16.0,85,2.8
2035-08-12,490,24.2,71,18.9
2035-08-13,164,34.8,20,12.9
2035-08-14,257,13.2,49,1.5
2035-08-15,140,16.7,20,19.4
2035-08-16,336,18.8,58,0.8
2035-08-17,486,34.9,35,14.7
2035-08-18,189,38.9,36,17.8
2035-08-19,360,20.1,41,3.9
2035-08-20,293,16.9,50,7.2
2035-08-21,254,40.6,59,11.4
2035-08-22,246,45.0,46,13.8
2035-08-23,485,31.8,55,17.5
2035-08-24,74,44.6,23,15.3
2035-08-25,243,31.4,88,7.6
2035-08-26,88,34.3,44,16.5
2035-08-27,161,20.5,49,19.3
2035-08-28,133,22.3,66,4.9
2035-08-29,224,10.8,31,1.9
2035-08-30,442,37.9,46,8.8
2035-08-31,186,42.2,64,17.7
2035-09-01,127,29.9,82,3.4
2035-09-02,255,18.7,74,17.8
2035-09-03,441,11.2,49,19.8
2035-09-04,234,15.6,33,1.6
2035-09-05,108,15.2,75,10.2
2035-09-06,153,29.5,38,6.9
2035-09-07,457,42.8,45,8.2
2035-09-08,247,6.9,90,9.3
2035-09-09,33,5.0,57,14.9
2035-09-10,119,29.0,88,12.0
2035-09-11,133,16.4,55,19.2
2035-09-12,422,40.2,37,7.0
2035-09-13,148,18.1,76,11.1
2035-09-14,162,16.6,42,16.4
2035-09-15,341,15.8,33,7.8
2035-09-16,125,10.8,88,9.6
2035-09-17,497,28.3,41,13.9
2035-09-18,463,11.7,47,17.3
2035-09-19,360,22.0,62,8.6
2035-09-20,172,23.4,37,10.9
2035-09-21,317,5.8,55,19.5
2035-09-22,57,5.7,26,1.3
2035-09-23,307,25.8,42,9.2
2035-09-24,262,32.8,53,12.9
2035-09-25,46,42.7,40,0.7
2035-09-26,88,12.2,89,12.1
2035-09-27,119,9.1,66,1.6
2035-09-28,228,7.1,72,17.2
2035-09-29,391,22.4,60,16.2
2035-09-30,470,29.9,94,1.1
2035-10-01,55,38.6,51,1.5
2035-10-02,54,32.3,33,15.2
2035-10-03,423,13.3,36,7.7
2035-10-04,330,23.5,44,11.7
2035-10-05,368,41.4,83,5.8
2035-10-06,296,18.1,92,3.9
2035-10-07,490,24.9,67,6.3
2035-10-08,210,43.3,54,5.3
2035-10-09,485,34.4,56,9.2
2035-10-10,389,34.9,74,15.1
2035-10-11,97,15.1,36,11.3
2035-10-12,380,21.6,47,12.4
2035-10-13,441,8.3,20,9.7
2035-10-14,488,29.3,72,6.8
2035-10-15,350,9.1,92,3.3
2035-10-16,78,38.4,74,7.4
2035-10-17,204,37.6,80,13.5
2035-10-18,81,26.3,32,14.8
2035-10-19,131,10.6,66,9.6
2035-10-20,245,6.0,83,13.1
2035-10-21,467,36.9,51,4.6
2035-10-22,217,29.0,47,17.3
2035-10-23,86,33.4,72,17.4
2035-10-24,76,17.2,50,6.7
2035-10-25,188,25.4,27,11.2
2035-10-26,203,34.9,91,12.3
2035-10-27,271,23.5,93,9.7
2035-10-28,311,29.1,44,18.3
2035-10-29,270,36.6,52,14.9
2035-10-30,399,13.6,87,13.6
2035-10-31,34,7.6,26,10.6
2035-11-01,113,26.3,85,2.2
2035-11-02,337,7.5,65,2.6
2035-11-03,390,35.7,24,6.3
2035-11-04,488,33.8,36,4.6
2035-11-05,277,40.3,71,19.1
2035-11-06,83,30.6,31,8.5
2035-11-07,190,7.7,81,17.6
2035-11-08,463,15.1,54,16.5
2035-11-09,451,37.3,81,16.3
2035-11-10,440,11.7,40,4.7
2035-11-11,255,32.9,85,9.2
2035-11-12,44,36.2,72,6.7
2035-11-13,253,18.2,40,19.4
2035-11-14,90,17.9,34,17.6
2035-11-15,151,27.3,94,5.4
2035-11-16,306,39.5,93,6.6
2035-11-17,75,14.0,42,10.8
2035-11-18,482,42.7,50,5.9
2035-11-19,419,29.0,73,16.6
2035-11-20,323,44.7,74,16.5
2035-11-21,91,8.6,45,14.6
2035-11-22,115,10.1,72,13.9
2035-11-23,475,38.1,85,11.2
2035-11-24,239,39.6,58,7.3
2035-11-25,107,22.8,26,16.8
2035-11-26,231,33.6,58,17.2
2035-11-27,331,39.7,51,1.5
2035-11-28,426,6.7,45,8.3
2035-11-29,252,28.0,48,1.0
2035-11-30,251,39.1,44,16.9
2035-12-01,32,20.9,75,4.0
2035-12-02,35,17.1,50,13.6
2035-12-03,122,36.8,85,7.5
2035-12-04,37,18.4,21,16.4
2035-12-05,457,5.1,66,10.4
2035-12-06,264,43.4,94,6.8
2035-12-07,137,28.7,48,6.8
2035-12-08,190,37.8,68,6.9
2035-12-09,238,38.0,92,15.9
2035-12-10,269,7.7,51,14.4
2035-12-11,360,11.8,49,6.7
2035-12-12,362,17.4,34,10.1
2035-12-13,79,17.8,81,2.0
2035-12-14,40,31.4,36,16.6
2035-12-15,380,29.9,41,5.7
2035-12-16,185,24.8,49,17.8
2035-12-17,99,13.5,35,12.1
2035-12-18,198,20.3,71,11.6
2035-12-19,301,26.7,27,3.7
2035-12-20,97,23.7,83,1.9
2035-12-21,384,10.1,58,11.3
2035-12-22,281,31.0,50,9.6
2035-12-23,77,7.9,31,2.8
2035-12-24,213,20.1,52,16.8
2035-12-25,349,33.4,77,8.6
2035-12-26,216,5.8,31,5.6
2035-12-27,119,27.8,44,15.9
2035-12-28,475,18.4,57,18.3
2035-12-29,361,5.4,67,6.5
2035-12-30,168,12.6,74,15.6
2035-12-31,386,42.6,22,13.2
2036-01-01,118,25.8,88,19.8
2036-01-02,303,44.9,54,4.5
2036-01-03,48,26.0,70,19.2
2036-01-04,340,26.8,46,6.6
2036-01-05,387,20.7,56,8.5
2036-01-06,403,17.4,35,7.5
2036-01-07,495,15.1,44,5.7
2036-01-08,183,18.7,52,14.0
2036-01-09,419,23.4,81,12.0
2036-01-10,289,12.7,36,6.5
2036-01-11,137,14.0,62,3.1
2036-01-12,400,15.9,49,6.7
2036-01-13,314,23.0,60,7.9
2036-01-14,88,31.1,23,7.9
2036-01-15,154,39.2,85,7.5
2036-01-16,383,16.5,79,1.5
2036-01-17,302,12.3,28,9.5
2036-01-18,136,20.2,50,16.8
2036-01-19,328,40.8,88,4.0
2036-01-20,274,5.4,43,3.3
2036-01-21,365,32.1,43,9.7
2036-01-22,479,24.1,64,7.7
2036-01-23,447,11.4,56,11.4
2036-01-24,276,17.8,77,19.0
2036-01-25,37,14.0,42,15.3
2036-01-26,170,40.1,54,13.9
2036-01-27,391,24.3,82,8.6
2036-01-28,37,27.5,25,6.1
2036-01-29,381,28.7,25,11.0
2036-01-30,123,30.6,49,17.8
2036-01-31,350,24.8,20,17.6
2036-02-01,456,5.7,82,9.2
2036-02-02,68,18.4,27,5.3
2036-02-03,110,12.4,47,4.9
2036-02-04,216,32.2,52,1.2
2036-02-05,113,7.3,72,16.9
2036-02-06,117,27.6,57,5.7
2036-02-07,271,13.4,71,7.5
2036-02-08,371,43.0,30,16.3
2036-02-09,122,18.4,21,2.8
2036-02-10,115,18.0,72,9.5
2036-02-11,73,41.9,87,2.9
2036-02-12,166,21.7,26,9.1
2036-02-13,450,43.5,86,1.4
2036-02-14,103,6.0,28,10.6
2036-02-15,65,17.3,82,16.0
2036-02-16,130,31.6,30,13.7
2036-02-17,185,40.6,56,10.4
2036-02-18,455,15.3,33,16.7
2036-02-19,284,42.2,38,4.9
2036-02-20,200,28.8,27,16.7
2036-02-21,498,37.0,26,5.9
2036-02-22,245,20.9,78,7.6
2036-02-23,199,13.5,82,3.0
2036-02-24,281,41.4,26,2.5
2036-02-25,389,42.3,74,18.7
2036-02-26,351,24.9,22,4.2
2036-02-27,84,5.3,86,7.0
2036-02-28,485,9.4,37,10.8
2036-02-29,461,27.9,64,7.3
2036-03-01,120,6.0,55,17.5
2036-03-02,307,20.9,35,18.1
2036-03-03,130,17.1,48,6.9
2036-03-04,184,33.6,78,2.3
2036-03-05,406,7.2,37,4.6
2036-03-06,378,24.5,68,9.8
2036-03-07,480,28.2,65,6.1
2036-03-08,393,29.7,48,9.3
2036-03-09,170,21.2,89,15.3
2036-03-10,202,17.2,69,8.7
2036-03-11,39,32.3,74,4.3
2036-03-12,257,38.9,46,7.5
2036-03-13,294,32.7,26,15.0
2036-03-14,467,42.3,60,8.8
2036-03-15,277,33.7,30,5.4
2036-03-16,276,35.6,24,8.8
2036-03-17,184,11.7,85,9.4
2036-03-18,63,21.8,75,6.3
2036-03-19,158,24.4,31,19.9
2036-03-20,189,15.3,61,15.5
2036-03-21,118,26.1,94,14.0
2036-03-22,122,16.6,29,17.2
2036-03-23,356,32.5,47,13.5
2036-03-24,270,23.8,26,15.9
2036-03-25,352,23.4,33,8.5
2036-03-26,497,44.3,88,10.3
2036-03-27,433,20.7,80,1.4
2036-03-28,146,19.5,70,6.0
2036-03-29,123,17.7,61,7.7
2036-03-30,192,40.8,27,12.7
2036-03-31,128,24.9,69,9.6
2036-04-01,142,29.0,20,12.4
2036-04-02,388,12.2,88,14.4
2036-04-03,120,26.6,30,1.3
2036-04-04,375,16.0,67,5.5
2036-04-05,235,34.2,29,3.8
2036-04-06,46,38.3,34,4.2
2036-04-07,303,33.6,66,10.3
2036-04-08,202,34.2,44,14.9
2036-04-09,145,25.5,25,5.8
2036-04-10,378,33.5,30,16.6
2036-04-11,497,21.9,36,17.9
2036-04-12,210,31.1,34,7.3
2036-04-13,120,15.4,35,13.8
2036-04-14,111,7.8,75,2.8
2036-04-15,353,21.5,85,15.0
2036-04-16,478,23.5,55,3.7
2036-04-17,143,15.3,57,13.9
2036-04-18,286,34.1,94,8.7
2036-04-19,87,7.9,22,18.6
2036-04-20,183,13.9,37,9.6
2036-04-21,394,34.9,73,1.1
2036-04-22,433,22.5,36,9.9
2036-04-23,145,33.2,32,16.0
2036-04-24,372,27.7,82,13.1
2036-04-25,295,43.0,33,19.3
2036-04-26,344,28.9,78,16.9
2036-04-27,232,5.6,55,10.8
2036-04-28,70,19.1,37,4.5
2036-04-29,134,10.7,24,0.6
2036-04-30,418,42.0,33,19.6
2036-05-01,407,9.2,44,18.8
2036-05-02,222,20.5,63,5.8
2036-05-03,430,14.0,58,12.9
2036-05-04,307,38.9,31,14.7
2036-05-05,383,17.3,80,11.8
2036-05-06,266,44.7,81,16.9
2036-05-07,454,6.5,72,2.0
2036-05-08,250,10.1,72,18.0
2036-05-09,97,14.0,47,8.1
2036-05-10,226,37.4,54,9.9
2036-05-11,285,40.1,84,9.2
2036-05-12,168,7.9,22,10.9
2036-05-13,341,6.3,62,12.2
2036-05-14,464,34.8,69,14.4
2036-05-15,178,10.3,90,10.7
2036-05-16,128,10.3,28,13.9
2036-05-17,105,5.9,55,7.1
2036-05-18,311,7.0,42,18.8
2036-05-19,400,15.5,93,1.8
2036-05-20,432,7.6,69,11.1
2036-05-21,138,19.8,74,2.2
2036-05-22,217,38.3,31,9.1
2036-05-23,228,18.1,51,5.5
2036-05-24,332,34.1,43,18.8
2036-05-25,356,8.8,86,0.8
2036-05-26,183,31.4,46,8.1
2036-05-27,69,17.7,80,15.7
2036-05-28,162,35.0,38,4.2
2036-05-29,434,10.5,92,16.4
2036-05-30,491,40.9,70,17.3
2036-05-31,161,14.7,83,14.3
2036-06-01,308,19.1,21,4.6
2036-06-02,391,43.0,55,5.8
2036-06-03,113,28.1,30,3.8
2036-06-04,428,19.6,87,4.1
2036-06-05,271,43.0,87,1.2
2036-06-06,145,18.2,83,17.2
2036-06-07,138,8.8,20,10.8
2036-06-08,250,44.9,45,6.9
2036-06-09,421,15.7,30,6.1
2036-06-10,70,39.1,21,11.1
2036-06-11,397,11.6,59,6.9
2036-06-12,176,34.3,23,17.3
2036-06-13,141,26.0,56,4.6
2036-06-14,132,44.2,80,17.7
2036-06-15,75,27.1,24,13.4
2036-06-16,441,6.0,34,19.2
2036-06-17,353,29.2,86,0.8
2036-06-18,407,10.8,45,1.7
2036-06-19,300,36.9,25,10.3
2036-06-20,450,39.3,63,18.3
2036-06-21,414,24.3,77,14.8
2036-06-22,224,36.3,65,12.6
2036-06-23,396,10.8,61,1.1
2036-06-24,309,24.7,67,7.4
2036-06-25,312,20.8,46,7.2
2036-06-26,69,29.5,39,11.1
2036-06-27,476,6.8,89,5.5
2036-06-28,218,35.1,54,5.7
2036-06-29,193,8.2,67,12.6
2036-06-30,53,31.3,86,18.9
2036-07-01,53,5.7,87,13.4
2036-07-02,33,38.3,71,13.5
2036-07-03,352,12.0,87,19.7
2036-07-04,319,25.6,23,3.5
2036-07-05,470,15.5,58,1.2
2036-07-06,462,33.9,40,15.0
2036-07-07,210,17.9,85,9.1
2036-07-08,277,34.0,35,8.9
2036-07-09,145,16.4,26,4.9
2036-07-10,308,35.1,28,10.4
2036-07-11,394,6.2,36,9.1
2036-07-12,98,16.3,31,7.2
2036-07-13,380,24.9,76,9.1
2036-07-14,283,6.8,64,8.0
2036-07-15,210,12.4,30,18.8
2036-07-16,347,42.4,32,19.6
2036-07-17,198,44.1,50,16.9
2036-07-18,342,34.6,45,19.8
2036-07-19,278,15.1,82,5.7
2036-07-20,217,15.4,50,16.9
2036-07-21,83,30.8,41,8.4
2036-07-22,355,9.7,25,15.0
2036-07-23,386,42.9,39,4.4
2036-07-24,342,14.0,29,16.3
2036-07-25,167,45.0,54,2.1
2036-07-26,197,24.8,45,5.8
2036-07-27,420,35.9,90,16.5
2036-07-28,132,5.1,56,15.1
2036-07-29,451,40.5,27,10.3
2036-07-30,114,15.8,24,13.6
2036-07-31,346,31.7,63,4.1
2036-08-01,241,37.3,86,13.5
2036-08-02,32,11.6,91,0.7
2036-08-03,413,22.7,68,16.7
2036-08-04,208,24.8,55,10.6
2036-08-05,371,17.5,45,18.9
2036-08-06,332,24.3,64,9.8
2036-08-07,481,17.7,80,8.9
2036-08-08,361,19.4,63,9.3
2036-08-09,67,31.8,23,7.5
2036-08-10,449,30.3,77,3.8
2036-08-11,268,14.3,45,16.9
2036-08-12,198,40.9,48,8.1
2036-08-13,482,39.5,28,10.8
2036-08-14,426,25.4,55,0.9
2036-08-15,372,22.3,23,1.7
2036-08-16,343,20.1,78,12.1
2036-08-17,335,33.3,56,17.6
2036-08-18,59,31.9,32,10.1
2036-08-19,219,12.8,39,3.7
2036-08-20,386,31.9,36,2.8
2036-08-21,54,15.1,70,18.0
2036-08-22,141,5.7,74,14.2
2036-08-23,440,33.0,52,19.3
2036-08-24,464,30.8,40,2.1
2036-08-25,235,21.4,41,18.1
2036-08-26,214,26.0,44,17.0
2036-08-27,411,42.9,86,17.9
2036-08-28,408,28.8,31,0.6
2036-08-29,76,31.3,34,15.0
2036-08-30,403,7.6,21,11.2
2036-08-31,257,11.6,23,11.7
2036-09-01,68,17.0,64,9.6
2036-09-02,45,26.6,32,15.0
2036-09-03,51,36.1,74,20.0
2036-09-04,242,17.8,51,14.4
2036-09-05,339,19.3,41,13.7
2036-09-06,178,15.2,74,13.3
2036-09-07,485,15.2,36,14.1
2036-09-08,270,43.0,89,7.2
2036-09-09,301,30.4,70,6.7
2036-09-10,88,11.2,27,15.8
2036-09-11,316,33.9,80,1.5
2036-09-12,455,33.9,29,15.3
2036-09-13,231,31.7,38,16.4
2036-09-14,61,10.4,33,10.7
2036-09-15,472,21.3,86,18.2
2036-09-16,191,9.3,74,9.7
2036-09-17,284,37.7,80,4.0
2036-09-18,283,31.2,75,7.5
2036-09-19,38,25.3,82,18.2
2036-09-20,494,18.7,30,19.9
2036-09-21,168,12.4,66,8.7
2036-09-22,39,9.3,25,3.8
2036-09-23,243,43.8,53,6.1
2036-09-24,302,13.0,84,11.3
2036-09-25,353,7.4,83,11.7
2036-09-26,77,43.5,85,12.8
2036-09-27,465,27.0,50,16.8
2036-09-28,140,36.9,81,14.4
2036-09-29,182,6.8,73,5.6
2036-09-30,152,27.7,27,8.2
2036-10-01,434,20.9,61,16.9
2036-10-02,386,35.9,60,12.9
2036-10-03,131,6.5,78,3.7
2036-10-04,270,21.1,59,6.8
2036-10-05,350,37.0,41,15.9
2036-10-06,220,25.9,43,3.9
2036-10-07,246,27.0,57,14.0
2036-10-08,80,8.9,21,11.5
2036-10-09,321,10.3,60,3.4
2036-10-10,110,32.1,38,13.9
2036-10-11,412,32.0,21,3.3
2036-10-12,117,44.2,81,8.3
2036-10-13,223,33.5,35,6.5
2036-10-14,133,24.7,41,14.0
2036-10-15,300,39.3,33,15.8
2036-10-16,125,9.2,75,3.8
2036-10-17,452,23.0,84,16.3
2036-10-18,408,16.5,64,0.6
2036-10-19,227,9.2,73,10.8
2036-10-20,30,35.5,85,10.6
2036-10-21,436,25.4,65,12.7
2036-10-22,407,27.3,52,5.2
2036-10-23,196,21.5,69,0.7
2036-10-24,155,23.4,41,9.4
2036-10-25,342,9.6,59,1.9
2036-10-26,110,31.9,58,17.9
2036-10-27,447,22.3,60,3.9
2036-10-28,280,37.7,94,8.8
2036-10-29,198,12.9,87,9.0
2036-10-30,102,13.2,26,11.3
2036-10-31,170,30.8,90,15.8
2036-11-01,99,38.8,23,9.7
2036-11-02,291,23.9,78,1.0
2036-11-03,369,34.1,45,15.5
2036-11-04,337,45.0,50,2.1
2036-11-05,274,44.6,92,13.0
2036-11-06,32,34.8,88,16.2
2036-11-07,366,34.6,71,6.0
2036-11-08,92,14.9,91,9.3
2036-11-09,78,38.3,40,0.8
2036-11-10,105,21.2,35,16.2
2036-11-11,397,43.5,70,14.2
2036-11-12,204,8.3,35,5.0
2036-11-13,138,22.4,37,8.1
2036-11-14,212,27.2,66,14.1
2036-11-15,221,21.2,75,7.5
2036-11-16,94,13.4,47,3.7
2036-11-17,366,28.7,75,10.6
2036-11-18,480,35.2,56,14.6
2036-11-19,300,30.8,35,6.8
2036-11-20,129,14.4,84,2.9
2036-11-21,61,34.3,79,16.7
2036-11-22,381,15.3,80,5.4
2036-11-23,157,12.0,30,10.5
2036-11-24,481,32.6,94,14.0
2036-11-25,431,38.7,85,6.7
2036-11-26,398,24.3,51,13.1
2036-11-27,368,26.3,38,9.5
2036-11-28,72,17.1,75,11.6
2036-11-29,401,24.8,24,12.0
2036-11-30,448,10.3,22,16.6
2036-12-01,107,43.2,47,13.3
2036-12-02,343,37.0,91,5.7
2036-12-03,318,31.7,48,1.7
2036-12-04,299,26.5,78,0.5
2036-12-05,191,36.7,44,18.1
2036-12-06,218,24.8,41,18.9
2036-12-07,276,17.0,90,2.3
2036-12-08,417,11.4,42,10.0
2036-12-09,245,30.9,89,3.5
2036-12-10,344,42.2,59,19.0
2036-12-11,442,11.1,33,5.3
2036-12-12,368,12.2,48,10.3
2036-12-13,419,22.3,35,3.7
2036-12-14,406,37.3,29,7.0
2036-12-15,462,16.8,66,5.7
2036-12-16,197,15.2,23,9.8
2036-12-17,368,29.8,31,8.7
2036-12-18,222,26.4,61,7.0
2036-12-19,482,7.4,23,2.6
2036-12-20,312,8.3,25,9.9
2036-12-21,365,30.7,33,17.1
2036-12-22,419,23.6,54,14.7
2036-12-23,42,43.8,66,14.6
2036-12-24,269,32.1,77,7.6
2036-12-25,349,5.4,84,14.3
2036-12-26,475,24.2,38,9.6
2036-12-27,176,21.6,76,3.4
2036-12-28,233,9.3,84,8.7
2036-12-29,109,41.9,32,3.1
2036-12-30,408,37.2,27,2.7
2036-12-31,72,14.2,37,0.9
2037-01-01,487,15.2,54,6.0
2037-01-02,118,6.3,45,7.0
2037-01-03,177,16.9,57,14.1
2037-01-04,124,28.4,85,11.0
2037-01-05,481,21.8,45,17.2
2037-01-06,457,43.8,76,3.9
2037-01-07,180,7.2,44,5.7
2037-01-08,31,28.7,49,18.9
2037-01-09,405,39.3,26,9.2
2037-01-10,51,24.2,46,15.9
2037-01-11,400,5.1,30,10.1
2037-01-12,342,14.7,27,9.7
2037-01-13,357,18.0,30,3.4
2037-01-14,36,43.6,49,17.1
2037-01-15,235,41.5,34,2.0
2037-01-16,469,43.0,75,6.6
2037-01-17,404,38.0,54,13.6
2037-01-18,480,19.1,58,10.4
2037-01-19,143,41.2,43,17.7
2037-01-20,301,44.3,27,1.3
2037-01-21,112,19.0,62,13.2
2037-01-22,208,15.4,61,9.8
2037-01-23,239,26.9,60,3.5
2037-01-24,493,12.5,66,15.0
2037-01-25,357,6.3,45,8.5
2037-01-26,153,42.8,71,10.9
2037-01-27,142,42.0,41,19.4
2037-01-28,41,11.5,24,10.0
2037-01-29,155,21.3,34,16.6
2037-01-30,82,38.2,55,15.5
2037-01-31,360,31.4,82,13.4
2037-02-01,418,20.8,68,18.0
2037-02-02,312,34.8,74,5.4
2037-02-03,169,40.9,91,16.5
2037-02-04,430,42.0,79,7.9
2037-02-05,419,20.2,76,16.3
2037-02-06,126,11.9,48,10.1
2037-02-07,34,41.5,38,17.2
2037-02-08,86,8.7,92,17.9
2037-02-09,441,33.9,29,12.2
2037-02-10,363,10.6,29,10.4
2037-02-11,98,20.6,76,15.8
2037-02-12,147,21.5,73,5.7
2037-02-13,405,11.4,75,0.8
2037-02-14,88,41.9,87,8.4
2037-02-15,62,5.1,88,10.4
2037-02-16,347,40.8,74,6.3
2037-02-17,79,40.4,88,8.0
2037-02-18,397,17.7,91,3.1
2037-02-19,48,33.2,20,5.9
2037-02-20,243,15.1,31,5.2
2037-02-21,226,35.4,54,6.4
2037-02-22,408,27.4,93,6.3
2037-02-23,479,17.0,52,11.4
2037-02-24,76,21.0,44,5.4
2037-02-25,196,32.6,35,18.8
2037-02-26,481,41.2,27,10.5
2037-02-27,318,10.2,54,3.0
2037-02-28,170,27.9,65,6.0
2037-03-01,113,15.1,30,14.7
2037-03-02,211,37.1,80,0.8
2037-03-03,420,7.8,63,18.8
2037-03-04,108,32.6,30,9.2
2037-03-05,244,12.0,30,10.7
2037-03-06,43,28.9,41,19.8
2037-03-07,244,38.4,81,10.3
2037-03-08,432,35.2,67,19.0
2037-03-09,157,35.1,82,18.3
2037-03-10,339,25.7,70,18.9
2037-03-11,277,40.6,64,16.3
2037-03-12,433,28.5,52,6.3
2037-03-13,58,41.7,79,7.3
2037-03-14,309,26.9,21,7.6
2037-03-15,367,25.2,32,19.6
2037-03-16,348,13.9,85,7.5
2037-03-17,231,26.8,76,2.6
2037-03-18,390,10.6,62,15.7
2037-03-19,86,39.8,64,7.6
2037-03-20,421,32.0,50,12.6
2037-03-21,247,44.7,29,18.5
2037-03-22,91,8.7,42,11.7
2037-03-23,186,14.6,48,12.9
2037-03-24,231,40.1,50,13.0
2037-03-25,46,20.8,93,12.4
2037-03-26,351,23.7,37,3.6
2037-03-27,35,39.4,30,9.4
2037-03-28,87,25.9,66,0.6
2037-03-29,354,12.7,22,12.7
2037-03-30,441,40.7,21,11.7
2037-03-31,347,6.2,73,6.7
2037-04-01,198,40.8,91,10.7
2037-04-02,482,7.0,50,10.1
2037-04-03,111,31.6,27,5.4
2037-04-04,497,7.9,62,6.2
2037-04-05,454,33.2,67,15.4
2037-04-06,462,6.4,21,15.2
2037-04-07,248,38.7,41,9.7
2037-04-08,206,23.6,24,14.5
2037-04-09,233,8.7,26,9.3
2037-04-10,100,33.3,39,17.1
2037-04-11,416,24.6,21,7.0
2037-04-12,295,12.6,51,18.6
2037-04-13,127,5.6,22,11.1
2037-04-14,374,21.7,60,10.9
2037-04-15,320,8.4,61,13.6
2037-04-16,237,8.8,64,7.1
2037-04-17,31,15.7,90,14.6
2037-04-18,153,30.2,36,6.7
2037-04-19,309,26.2,66,8.3
2037-04-20,103,7.8,88,13.7
2037-04-21,195,43.7,43,7.9
2037-04-22,51,40.5,90,4.4
2037-04-23,183,15.4,53,17.5
2037-04-24,456,9.9,69,18.5
2037-04-25,468,42.7,61,12.7
2037-04-26,324,23.4,52,16.3
2037-04-27,248,17.4,46,19.7
2037-04-28,186,24.6,78,12.5
2037-04-29,259,35.9,38,18.2
2037-04-30,49,11.7,22,7.5
2037-05-01,70,35.7,90,14.2
2037-05-02,467,35.0,44,1.6
2037-05-03,177,26.6,34,15.9
2037-05-04,137,39.6,79,16.7
2037-05-05,432,10.3,42,8.3
2037-05-06,113,28.8,30,13.0
2037-05-07,396,23.0,78,17.2
2037-05-08,351,21.9,53,17.7
2037-05-09,443,15.1,26,2.6
2037-05-10,338,19.9,63,16.6
2037-05-11,319,9.3,83,5.8
2037-05-12,435,15.1,42,14.7
2037-05-13,352,15.9,77,6.8
2037-05-14,163,33.8,39,1.6
2037-05-15,236,6.9,46,4.6
2037-05-16,312,31.0,79,8.5
2037-05-17,295,13.9,27,15.0
2037-05-18,102,8.3,86,2.5
2037-05-19,381,17.0,21,16.4
2037-05-20,77,14.0,41,19.9
2037-05-21,355,27.1,89,15.9
2037-05-22,262,19.3,55,9.7
2037-05-23,472,43.6,43,11.6
2037-05-24,129,43.5,31,0.6
2037-05-25,88,22.7,41,4.6
2037-05-26,287,36.8,92,18.0
2037-05-27,442,5.5,42,0.9
2037-05-28,481,26.9,93,18.1
2037-05-29,94,34.7,82,2.7
2037-05-30,112,13.7,49,3.1
2037-05-31,183,7.4,38,3.9
2037-06-01,295,11.2,45,16.1
2037-06-02,338,22.7,30,9.8
2037-06-03,108,25.3,39,3.3
2037-06-04,344,20.2,75,13.9
2037-06-05,179,22.6,64,18.8
2037-06-06,464,23.8,87,11.7
2037-06-07,77,35.8,66,2.4
2037-06-08,434,9.2,77,1.6
2037-06-09,408,35.8,29,16.0
2037-06-10,277,32.5,41,12.7
2037-06-11,307,34.7,90,18.5
2037-06-12,385,34.4,43,11.2
2037-06-13,127,23.8,85,1.7
2037-06-14,443,13.5,80,8.4
2037-06-15,54,26.5,26,13.3
2037-06-16,313,43.3,91,8.0
2037-06-17,478,28.5,57,20.0
2037-06-18,398,5.4,40,8.4
2037-06-19,330,7.4,27,11.2
2037-06-20,97,44.7,47,4.9
2037-06-21,36,7.9,73,3.5
2037-06-22,334,6.8,50,13.1
2037-06-23,166,19.1,60,12.0
2037-06-24,193,43.8,56,0.6
2037-06-25,112,17.7,57,6.1
2037-06-26,414,21.4,70,13.0
2037-06-27,167,30.4,56,16.3
2037-06-28,449,6.0,50,6.6
2037-06-29,102,40.9,81,13.1
2037-06-30,266,25.8,37,5.7
2037-07-01,75,23.7,25,14.0
2037-07-02,135,39.4,28,14.1
2037-07-03,445,43.1,30,3.0
2037-07-04,317,21.9,21,13.5
2037-07-05,291,11.9,48,7.0
2037-07-06,205,37.6,70,3.9
2037-07-07,195,21.1,88,10.3
2037-07-08,174,42.4,42,9.3
2037-07-09,359,43.0,26,15.6
2037-07-10,399,9.6,75,2.1
2037-07-11,312,43.3,81,15.9
2037-07-12,83,19.7,93,2.6
2037-07-13,207,30.9,34,4.5
2037-07-14,448,6.4,72,10.6
2037-07-15,273,40.6,62,9.5
2037-07-16,370,30.7,54,19.8
2037-07-17,156,30.7,33,12.0
2037-07-18,438,41.1,88,6.9
2037-07-19,441,25.3,68,18.1
2037-07-20,396,21.4,37,6.6
2037-07-21,300,39.6,70,5.8
2037-07-22,161,34.7,20,10.1
2037-07-23,122,43.0,46,18.3
2037-07-24,408,42.6,83,14.3
2037-07-25,102,20.3,79,13.7
2037-07-26,440,22.9,60,14.7
2037-07-27,439,15.2,40,13.4
2037-07-28,432,31.4,33,15.3
2037-07-29,277,19.6,39,4.3
2037-07-30,377,36.4,30,4.0
2037-07-31,302,9.9,85,7.6
2037-08-01,72,9.7,43,17.1
2037-08-02,406,13.2,56,14.4
2037-08-03,70,8.4,43,11.5
2037-08-04,199,29.8,34,0.9
2037-08-05,463,10.9,31,5.1
2037-08-06,241,11.4,83,16.2
2037-08-07,197,5.6,50,5.2
